date,card_number,event
2017-09-08,900161472,card_swipe
2017-07-20,900164756,card_swipe
2017-08-04,900169717,card_swipe
2017-11-24,900163266,card_swipe
2017-12-21,900168638,card_swipe
2017-05-24,900160012,card_swipe
2017-03-24,900164278,card_swipe
2017-08-24,900167713,card_swipe
2017-06-22,900165041,card_swipe
2017-05-27,900169338,card_swipe
2017-10-18,900163405,card_swipe
2017-07-10,900165477,card_swipe
2017-01-18,900166960,card_swipe
2017-07-13,900166205,card_swipe
2017-02-05,900167959,card_swipe
2017-11-25,900166912,card_swipe
2017-03-19,900160697,card_swipe
2017-10-14,900165774,card_swipe
2017-07-03,900161517,card_swipe
2017-05-05,900166960,card_swipe
2017-02-11,900165850,card_swipe
2017-03-14,900162098,card_swipe
2017-04-20,900165685,card_swipe
2017-10-02,900166537,card_swipe
2017-08-12,900160678,card_swipe
2017-11-03,900169385,card_swipe
2017-04-17,900161824,card_swipe
2017-07-08,900162931,card_swipe
2017-02-08,900161793,card_swipe
2017-05-26,900164994,card_swipe
2017-04-14,900161472,card_swipe
2017-03-19,900165833,card_swipe
2017-03-03,900160310,card_swipe
2017-05-07,900163405,card_swipe
2017-02-12,900168548,card_swipe
2017-06-22,900165172,card_swipe
2017-08-28,900168083,card_swipe
2017-11-25,900162491,card_swipe
2017-08-21,900166082,card_swipe
2017-03-22,900161518,card_swipe
2017-03-11,900160605,card_swipe
2017-05-09,900160689,card_swipe
2017-09-06,900167694,card_swipe
2017-05-13,900168695,card_swipe
2017-07-08,900167769,card_swipe
2017-12-21,900164994,card_swipe
